3,1,1687,384,169,351,-1,-1,-1,-1
3,2,1293,458,72,203,-1,-1,-1,-1
3,3,1255,536,60,122,-1,-1,-1,-1
3,4,251,453,107,258,-1,-1,-1,-1
3,5,1881,329,162,408,-1,-1,-1,-1
3,6,-170,238,308,685,-1,-1,-1,-1
4,1,1684,384,169,351,-1,-1,-1,-1
4,2,1295,457,72,203,-1,-1,-1,-1
4,3,1258,536,59,123,-1,-1,-1,-1
4,4,253,454,107,258,-1,-1,-1,-1
4,5,1877,332,157,396,-1,-1,-1,-1
4,6,-160,240,307,683,-1,-1,-1,-1
5,1,1682,383,169,354,-1,-1,-1,-1
5,2,1298,456,72,204,-1,-1,-1,-1
5,3,1263,536,59,123,-1,-1,-1,-1
5,4,255,455,106,256,-1,-1,-1,-1
5,5,1872,333,155,390,-1,-1,-1,-1
5,6,-155,236,309,688,-1,-1,-1,-1
6,1,1680,383,170,355,-1,-1,-1,-1
6,2,1300,456,72,205,-1,-1,-1,-1
6,3,1266,535,60,123,-1,-1,-1,-1
6,4,256,454,106,257,-1,-1,-1,-1
6,5,1869,335,152,386,-1,-1,-1,-1
6,6,-149,230,311,693,-1,-1,-1,-1
7,1,1680,384,169,356,-1,-1,-1,-1
7,2,1303,456,72,204,-1,-1,-1,-1
7,3,1270,534,59,124,-1,-1,-1,-1
7,4,259,454,105,256,-1,-1,-1,-1
7,5,1865,335,155,391,-1,-1,-1,-1
7,6,-144,226,312,697,-1,-1,-1,-1
8,1,1680,385,169,356,-1,-1,-1,-1
8,2,1305,455,72,205,-1,-1,-1,-1
8,3,1272,534,59,123,-1,-1,-1,-1
8,4,260,453,106,257,-1,-1,-1,-1
8,5,1864,336,154,392,-1,-1,-1,-1
8,6,-137,224,312,698,-1,-1,-1,-1
9,1,1680,385,169,357,-1,-1,-1,-1
9,2,1308,455,72,205,-1,-1,-1,-1
9,3,1274,534,58,123,-1,-1,-1,-1
9,4,263,453,105,257,-1,-1,-1,-1
9,5,1863,336,155,395,-1,-1,-1,-1
9,6,-129,225,310,697,-1,-1,-1,-1
10,1,1677,386,168,358,-1,-1,-1,-1
10,2,1310,455,73,205,-1,-1,-1,-1
10,3,1276,534,58,125,-1,-1,-1,-1
10,4,266,453,105,257,-1,-1,-1,-1
10,5,1862,336,160,407,-1,-1,-1,-1
10,6,-120,225,309,697,-1,-1,-1,-1
11,1,1674,385,169,362,-1,-1,-1,-1
11,2,1312,455,74,206,-1,-1,-1,-1
11,3,1277,535,58,124,-1,-1,-1,-1
11,4,270,453,103,257,-1,-1,-1,-1
11,5,1858,336,162,414,-1,-1,-1,-1
11,6,-112,227,306,694,-1,-1,-1,-1
12,1,1672,384,169,363,-1,-1,-1,-1
12,2,1314,455,74,206,-1,-1,-1,-1
12,3,1278,535,58,125,-1,-1,-1,-1
12,4,273,453,103,257,-1,-1,-1,-1
12,5,1857,336,162,415,-1,-1,-1,-1
12,6,-105,227,304,694,-1,-1,-1,-1
12,7,1783,441,70,183,-1,-1,-1,-1
13,1,1670,382,169,366,-1,-1,-1,-1
13,2,1316,456,75,206,-1,-1,-1,-1
13,3,1280,535,58,125,-1,-1,-1,-1
13,4,277,452,102,258,-1,-1,-1,-1
13,5,1855,334,162,416,-1,-1,-1,-1
13,6,-102,226,307,709,-1,-1,-1,-1
13,7,1786,440,71,184,-1,-1,-1,-1
14,1,1668,381,170,367,-1,-1,-1,-1
14,2,1317,456,76,207,-1,-1,-1,-1
14,3,1282,535,57,125,-1,-1,-1,-1
14,4,281,451,100,258,-1,-1,-1,-1
14,5,1856,332,161,415,-1,-1,-1,-1
14,6,-97,228,306,710,-1,-1,-1,-1
14,7,1789,440,70,184,-1,-1,-1,-1
15,1,1666,378,170,371,-1,-1,-1,-1
15,2,1319,456,75,207,-1,-1,-1,-1
15,3,1283,535,57,125,-1,-1,-1,-1
15,4,285,451,100,258,-1,-1,-1,-1
15,5,1855,328,164,421,-1,-1,-1,-1
15,6,-84,229,300,704,-1,-1,-1,-1
15,7,1792,441,70,182,-1,-1,-1,-1
16,1,1663,377,170,373,-1,-1,-1,-1
16,2,1320,456,75,206,-1,-1,-1,-1
16,3,1285,535,56,125,-1,-1,-1,-1
16,4,290,450,99,258,-1,-1,-1,-1
16,5,1855,325,165,424,-1,-1,-1,-1
16,6,-74,229,295,700,-1,-1,-1,-1
16,7,1796,441,70,182,-1,-1,-1,-1
17,1,1660,376,171,374,-1,-1,-1,-1
17,2,1321,456,76,207,-1,-1,-1,-1
17,3,1286,535,56,125,-1,-1,-1,-1
17,4,294,451,99,257,-1,-1,-1,-1
17,5,1853,323,167,428,-1,-1,-1,-1
17,6,-66,229,291,697,-1,-1,-1,-1
17,7,1798,442,70,181,-1,-1,-1,-1
18,1,1655,374,172,377,-1,-1,-1,-1
18,2,1322,457,75,206,-1,-1,-1,-1
18,3,1287,534,57,126,-1,-1,-1,-1
18,4,298,449,99,259,-1,-1,-1,-1
18,5,1850,320,167,428,-1,-1,-1,-1
18,6,-54,232,286,689,-1,-1,-1,-1
18,7,1800,443,70,181,-1,-1,-1,-1
19,1,1651,374,173,378,-1,-1,-1,-1
19,2,1323,457,75,206,-1,-1,-1,-1
19,3,1289,534,57,127,-1,-1,-1,-1
19,4,301,449,100,259,-1,-1,-1,-1
19,5,1848,317,167,430,-1,-1,-1,-1
19,6,-48,232,283,687,-1,-1,-1,-1
19,7,1800,444,70,180,-1,-1,-1,-1
20,1,1648,374,173,378,-1,-1,-1,-1
20,2,1325,457,75,206,-1,-1,-1,-1
20,3,1291,533,57,128,-1,-1,-1,-1
20,4,304,449,101,260,-1,-1,-1,-1
20,5,1846,316,169,437,-1,-1,-1,-1
20,6,-40,234,282,682,-1,-1,-1,-1
20,7,1802,445,70,178,-1,-1,-1,-1
21,1,1645,374,174,380,-1,-1,-1,-1
21,2,1326,457,75,207,-1,-1,-1,-1
21,3,1293,534,56,128,-1,-1,-1,-1
21,4,306,448,101,261,-1,-1,-1,-1
21,5,1845,316,170,440,-1,-1,-1,-1
21,6,-34,233,282,682,-1,-1,-1,-1
21,7,1803,445,70,178,-1,-1,-1,-1
22,1,1642,375,174,379,-1,-1,-1,-1
22,2,1327,457,75,207,-1,-1,-1,-1
22,3,1294,535,56,127,-1,-1,-1,-1
22,4,306,447,102,262,-1,-1,-1,-1
22,5,1842,315,171,445,-1,-1,-1,-1
22,6,-29,234,282,679,-1,-1,-1,-1
22,7,1804,445,70,178,-1,-1,-1,-1
23,1,1639,376,175,381,-1,-1,-1,-1
23,2,1329,457,75,207,-1,-1,-1,-1
23,3,1296,535,56,127,-1,-1,-1,-1
23,4,307,447,102,263,-1,-1,-1,-1
23,5,1839,316,172,450,-1,-1,-1,-1
23,6,-30,234,287,679,-1,-1,-1,-1
23,7,1806,444,70,179,-1,-1,-1,-1
24,1,1636,377,175,382,-1,-1,-1,-1
24,2,1329,457,75,208,-1,-1,-1,-1
24,3,1298,535,55,126,-1,-1,-1,-1
24,4,307,446,103,264,-1,-1,-1,-1
24,5,1836,315,173,453,-1,-1,-1,-1
24,6,-29,235,292,678,-1,-1,-1,-1
24,7,1807,443,71,179,-1,-1,-1,-1
25,1,1633,377,175,383,-1,-1,-1,-1
25,2,1330,457,76,209,-1,-1,-1,-1
25,3,1300,535,54,126,-1,-1,-1,-1
25,4,308,446,103,264,-1,-1,-1,-1
