1,983,1341.2,554.2,57.4,128.3,0.8500000238418579,-1,-1,-1
1,984,581.5,503.6,32.4,73.6,0.8500000238418579,-1,-1,-1
1,985,162.6,542.7,56.6,134.3,0.8399999737739563,-1,-1,-1
1,986,1854.9,542.7,40.5,109.4,0.8299999833106995,-1,-1,-1
1,987,1381.1,503.2,21.6,53.3,0.7699999809265137,-1,-1,-1
1,988,1679.4,533.2,27.0,77.0,0.7099999785423279,-1,-1,-1
2,983,1344.1,556.5,58.2,130.0,0.8500000238418579,-1,-1,-1
2,984,579.4,503.3,31.9,72.4,0.8500000238418579,-1,-1,-1
2,985,154.3,542.1,57.6,136.7,0.8399999737739563,-1,-1,-1
2,986,1859.1,546.8,39.2,105.8,0.7799999713897705,-1,-1,-1
2,987,1385.2,504.1,18.1,44.5,0.550000011920929,-1,-1,-1
3,983,1349.0,557.7,57.8,129.3,0.8600000143051147,-1,-1,-1
3,984,577.0,502.4,32.3,73.3,0.8500000238418579,-1,-1,-1
3,985,141.5,542.3,60.3,143.3,0.8500000238418579,-1,-1,-1
3,986,1865.2,545.6,38.9,104.7,0.7900000214576721,-1,-1,-1
3,987,1385.7,502.8,19.9,49.3,0.75,-1,-1,-1
4,983,1353.0,559.6,57.9,129.0,0.8700000047683716,-1,-1,-1
4,984,573.6,502.7,33.1,75.1,0.8600000143051147,-1,-1,-1
4,985,126.6,542.1,60.4,145.0,0.8500000238418579,-1,-1,-1
4,986,1872.0,546.5,39.0,104.9,0.8199999928474426,-1,-1,-1
4,987,1387.8,503.7,18.7,46.0,0.6399999856948853,-1,-1,-1
4,989,128.9,514.4,49.0,110.8,0.7599999904632568,-1,-1,-1
5,983,1357.8,557.9,59.1,131.4,0.8399999737739563,-1,-1,-1
5,984,570.5,502.3,33.1,75.2,0.8600000143051147,-1,-1,-1
5,985,112.4,541.5,61.1,147.7,0.8500000238418579,-1,-1,-1
5,986,1879.1,546.3,38.9,104.6,0.75,-1,-1,-1
5,987,1390.0,503.1,19.2,47.3,0.5799999833106995,-1,-1,-1
5,989,121.9,513.6,50.5,114.3,0.6600000262260437,-1,-1,-1
5,990,715.5,504.4,25.7,63.5,0.8199999928474426,-1,-1,-1
6,983,1364.6,559.2,59.8,132.7,0.8399999737739563,-1,-1,-1
6,984,567.7,501.9,33.5,76.1,0.8299999833106995,-1,-1,-1
6,985,101.5,540.4,61.5,150.5,0.8700000047683716,-1,-1,-1
6,986,1885.4,547.2,40.2,107.9,0.7699999809265137,-1,-1,-1
6,987,1391.8,503.1,19.0,46.8,0.2199999988079071,-1,-1,-1
6,989,112.8,511.5,54.5,123.7,0.699999988079071,-1,-1,-1
6,990,715.5,503.5,25.7,63.5,0.8399999737739563,-1,-1,-1
7,983,1368.4,558.7,61.0,135.5,0.8600000143051147,-1,-1,-1
7,984,562.9,502.7,36.2,83.0,0.8600000143051147,-1,-1,-1
7,985,89.0,541.9,62.7,155.0,0.8600000143051147,-1,-1,-1
7,986,1890.8,547.5,39.5,106.7,0.6899999976158142,-1,-1,-1
7,987,1393.5,503.4,18.3,45.2,0.6200000047683716,-1,-1,-1
7,989,104.8,512.5,53.6,122.0,0.7200000286102295,-1,-1,-1
7,990,713.7,504.8,26.1,64.5,0.8299999833106995,-1,-1,-1
8,983,1372.7,558.3,61.6,137.1,0.8600000143051147,-1,-1,-1
8,984,560.0,502.4,37.5,86.3,0.8600000143051147,-1,-1,-1
8,985,77.6,541.9,63.3,157.5,0.8700000047683716,-1,-1,-1
8,986,1896.5,547.1,40.3,110.0,0.7300000190734863,-1,-1,-1
8,987,1395.2,503.7,19.6,48.4,0.5299999713897705,-1,-1,-1
8,989,95.4,511.3,55.3,126.3,0.7699999809265137,-1,-1,-1
8,990,713.7,504.4,26.1,64.8,0.800000011920929,-1,-1,-1
9,983,1378.0,557.9,62.3,139.3,0.7799999713897705,-1,-1,-1
9,984,557.1,502.7,36.3,84.0,0.7599999904632568,-1,-1,-1
9,985,64.7,543.8,63.3,158.8,0.8799999952316284,-1,-1,-1
9,986,1902.4,548.7,40.0,110.7,0.18000000715255737,-1,-1,-1
9,987,1396.7,502.7,20.1,50.0,0.7300000190734863,-1,-1,-1
9,989,87.9,512.3,54.8,125.8,0.7400000095367432,-1,-1,-1
9,990,712.7,505.3,26.3,65.4,0.8299999833106995,-1,-1,-1
10,983,1381.9,555.9,63.3,141.8,0.4300000071525574,-1,-1,-1
10,984,554.9,500.3,36.2,83.8,0.8399999737739563,-1,-1,-1
10,985,53.6,543.4,63.7,160.7,0.8799999952316284,-1,-1,-1
